entryAge,policyTerm,rate
31,17,58.28
31,18,54.59
31,19,51.28
31,20,48.31
31,21,45.62
31,22,43.18
31,23,40.95
31,24,38.91
31,25,37.03
32,5,216.51
32,6,179.33
32,7,152.73
32,8,132.76
32,9,117.21
32,10,104.75
32,11,94.55
32,12,86.03
32,13,78.82
32,14,72.63
32,15,67.27
32,16,62.57
32,17,58.42
32,18,54.73
32,19,51.43
32,20,48.47
32,21,45.78
32,22,43.34
32,23,41.12
32,24,39.08
32,25,37.21
33,5,216.6
33,6,179.42
33,7,152.84
33,8,132.87
33,9,117.33
33,10,104.88
33,11,94.68
33,12,86.17
33,13,78.96
33,14,72.78
33,15,67.42
33,16,62.73
33,17,58.59
33,18,54.91
33,19,51.61
33,20,48.65
33,21,45.97
33,22,43.54
33,23,41.32
33,24,39.28
33,25,37.41
34,5,216.7
34,6,179.53
34,7,152.96
34,8,133
34,9,117.47
34,10,105.02
34,11,94.83
34,12,86.33
34,13,79.13
34,14,72.96
34,15,67.6
34,16,62.91
34,17,58.78
34,18,55.1
34,19,51.81
34,20,48.86
34,21,46.18
34,22,43.75
34,23,41.54
34,24,39.51
34,25,37.64
35,5,216.82
35,6,179.67
35,7,153.1
35,8,133.16
35,9,117.63
35,10,105.19
35,11,95.01
35,12,86.52
35,13,79.32
35,14,73.16
35,15,67.81
35,16,63.13
35,17,59
35,18,55.33
35,19,52.04
35,20,49.09
35,21,46.42
35,22,44
35,23,41.78
35,24,39.76
35,25,37.9
36,5,216.97
36,6,179.83
36,7,153.28
36,8,133.34
36,9,117.82
36,10,105.39
36,11,95.22
36,12,86.73
36,13,79.55
36,14,73.39
36,15,68.04
36,16,63.37
36,17,59.25
36,18,55.58
36,19,52.3
36,20,49.36
36,21,46.69
36,22,44.27
36,23,42.06
36,24,40.04
36,25,38.18
37,5,217.15
37,6,180.02
37,7,153.48
37,8,133.55
37,9,118.04
37,10,105.63
37,11,95.46
37,12,86.98
37,13,79.8
37,14,73.65
37,15,68.31
37,16,63.65
37,17,59.53
37,18,55.87
37,19,52.6
37,20,49.65
37,21,46.99
37,22,44.58
37,23,42.37
37,24,40.35
37,25,38.49
38,5,217.35
38,6,180.24
38,7,153.71
38,8,133.8
38,9,118.3
38,10,105.89
38,11,95.73
38,12,87.26
38,13,80.09
38,14,73.94
38,15,68.62
38,16,63.96
38,17,59.85
38,18,56.19
38,19,52.93
38,20,49.99
38,21,47.33
38,22,44.91
38,23,42.71
38,24,40.69
38,25,38.84
39,5,217.59
39,6,180.49
39,7,153.97
39,8,134.07
39,9,118.58
39,10,106.18
39,11,96.03
39,12,87.57
39,13,80.41
39,14,74.27
39,15,68.96
39,16,64.3
39,17,60.2
39,18,56.55
39,19,53.29
39,20,50.35
39,21,47.7
39,22,45.29
39,23,43.09
39,24,41.07
39,25,39.21
40,5,217.85
40,6,180.77
40,7,154.27
40,8,134.38
40,9,118.9
40,10,106.51
40,11,96.38
40,12,87.93
40,13,80.78
40,14,74.65
40,15,69.33
40,16,64.69
40,17,60.59
40,18,56.95
40,19,53.69
40,20,50.76
40,21,48.11
40,22,45.7
40,23,43.5
40,24,41.48
40,25,39.63
41,5,218.14
41,6,181.08
41,7,154.6
41,8,134.73
41,9,119.26
41,10,106.89
41,11,96.76
41,12,88.32
41,13,81.18
41,14,75.06
41,15,69.76
41,16,65.12
41,17,61.03
41,18,57.39
41,19,54.14
41,20,51.21
41,21,48.56
41,22,46.15
41,23,43.95
41,24,41.94
42,5,218.48
42,6,181.44
42,7,154.97
42,8,135.12
42,9,119.67
42,10,107.31
42,11,97.19
42,12,88.76
42,13,81.63
42,14,75.52
42,15,70.22
42,16,65.59
42,17,61.51
42,18,57.87
42,19,54.63
42,20,51.7
42,21,49.06
42,22,46.65
42,23,44.45
43,5,218.85
43,6,181.84
43,7,155.39
43,8,135.55
43,9,120.12
43,10,107.77
43,11,97.67
43,12,89.25
43,13,82.13
43,14,76.03
43,15,70.74
43,16,66.11
43,17,62.03
43,18,58.41
43,19,55.16
43,20,52.24
43,21,49.59
43,22,47.19
44,5,219.27
44,6,182.28
44,7,155.86
44,8,136.04
44,9,120.62
44,10,108.29
44,11,98.2
44,12,89.79
44,13,82.68
44,14,76.59
44,15,71.31
44,16,66.69
44,17,62.61
44,18,58.99
44,19,55.75
44,20,52.82
44,21,50.18
45,5,219.74
45,6,182.78
45,7,156.38
45,8,136.58
45,9,121.18
45,10,108.86
45,11,98.78
45,12,90.39
45,13,83.29
45,14,77.2
45,15,71.93
45,16,67.32
45,17,63.25
45,18,59.62
45,19,56.38
45,20,53.46
46,5,220.25
46,6,183.33
46,7,156.95
46,8,137.17
46,9,121.79
46,10,109.49
46,11,99.43
46,12,91.04
46,13,83.95
46,14,77.88
46,15,72.61
46,16,68
46,17,63.93
46,18,60.31
46,19,57.07
47,5,220.83
47,6,183.93
47,7,157.59
47,8,137.83
47,9,122.47
47,10,110.18
47,11,100.13
47,12,91.76
47,13,84.68
47,14,78.61
47,15,73.35
47,16,68.74
47,17,64.68
47,18,61.06
48,5,221.45
48,6,184.6
48,7,158.28
48,8,138.54
48,9,123.2
48,10,110.93
48,11,100.9
48,12,92.54
48,13,85.46
48,14,79.4
48,15,74.15
48,16,69.54
48,17,65.48
49,5,222.14
49,6,185.32
49,7,159.03
49,8,139.33
49,9,124
49,10,111.75
49,11,101.73
49,12,93.38
49,13,86.32
49,14,80.26
49,15,75.01
49,16,70.41
50,5,222.89
50,6,186.11
50,7,159.86
50,8,140.17
50,9,124.87
50,10,112.63
50,11,102.63
50,12,94.29
50,13,87.23
50,14,81.18
50,15,75.93
51,5,223.7
51,6,186.97
51,7,160.75
51,8,141.09
51,9,125.81
51,10,113.59
51,11,103.59
51,12,95.26
51,13,88.21
51,14,82.17
52,5,224.58
52,6,187.89
52,7,161.7
52,8,142.07
52,9,126.81
52,10,114.61
52,11,104.63
52,12,96.31
52,13,89.27
53,5,225.52
53,6,118.89
53,7,162.73
53,8,143.13
53,9,127.89
53,10,115.7
53,11,105.73
53,12,97.42
54,5,226.53
54,6,189.95
54,7,163.83
54,8,144.25
54,9,129.04
54,10,116.86
54,11,106.91
55,5,227.6
55,6,191.07
55,7,164.99
55,8,145.44
55,9,130.25
55,10,118.09
56,5,228.74
56,6,192.26
56,7,166.22
56,8,146.7
56,9,131.53
57,5,229.94
57,6,193.51
57,7,167.51
57,8,148.03
58,5,231.19
58,6,194.82
58,7,168.87
59,5,232.5
59,6,196.2
60,5,233.88
