entryAge,policyTerm,rate
21,17,59.1
21,18,55.47
21,19,52.24
21,20,49.33
21,21,46.72
21,22,44.36
21,23,42.21
21,24,40.26
21,25,38.48
21,26,36.85
21,27,35.35
21,28,33.99
21,29,32.73
21,30,31.58
21,31,30.52
21,32,29.54
21,33,28.65
21,34,27.83
21,35,27.07
21,36,26.38
21,37,25.75
21,38,25.17
21,39,24.64
21,40,24.16
21,41,23.73
21,42,23.33
21,43,22.97
21,44,22.65
22,5,216.58
22,6,179.44
22,7,152.9
22,8,132.98
22,9,117.48
22,10,105.08
22,11,94.93
22,12,86.47
22,13,79.31
22,14,73.18
22,15,67.87
22,16,63.23
22,17,59.15
22,18,55.53
22,19,52.3
22,20,49.4
22,21,46.8
22,22,44.44
22,23,42.3
22,24,40.36
22,25,38.59
22,26,36.97
22,27,35.49
22,28,34.13
22,29,32.89
22,30,31.75
22,31,30.7
22,32,29.74
22,33,28.86
22,34,28.06
22,35,27.32
22,36,26.64
22,37,26.03
22,38,25.47
22,39,24.95
22,40,24.49
22,41,24.07
22,42,23.69
22,43,23.35
23,5,216.59
23,6,179.46
23,7,152.92
23,8,133
23,9,117.51
23,10,105.11
23,11,94.96
23,12,86.5
23,13,79.35
23,14,73.22
23,15,67.92
23,16,63.29
23,17,59.21
23,18,55.6
23,19,52.37
23,20,49.49
23,21,46.89
23,22,44.54
23,23,42.41
23,24,40.48
23,25,38.72
23,26,37.12
23,27,35.65
23,28,34.31
23,29,33.08
23,30,31.95
23,31,30.92
23,32,29.98
23,33,29.11
23,34,28.32
23,35,27.6
23,36,26.94
23,37,26.34
23,38,25.8
23,39,25.3
23,40,24.85
23,41,24.45
23,42,24.09
24,5,216.61
24,6,179.48
24,7,152.95
24,8,133.03
24,9,117.54
24,10,105.14
24,11,95
24,12,86.55
24,13,79.4
24,14,73.28
24,15,67.98
24,16,63.36
24,17,59.29
24,18,55.68
24,19,52.47
24,20,49.59
24,21,47
24,22,44.66
24,23,42.55
24,24,40.63
24,25,38.88
24,26,37.29
24,27,35.83
24,28,34.51
24,29,33.29
24,30,32.18
24,31,31.17
24,32,30.24
24,33,29.39
24,34,28.62
24,35,27.92
24,36,27.28
24,37,26.69
24,38,26.17
24,39,25.69
24,40,25.26
24,41,24.87
25,5,216.64
25,6,179.51
25,7,152.98
25,8,133.07
25,9,117.58
25,10,105.19
25,11,95.05
25,12,86.6
25,13,79.46
25,14,73.35
25,15,68.06
25,16,63.44
25,17,59.38
25,18,55.78
25,19,52.57
25,20,49.71
25,21,47.13
25,22,44.81
25,23,42.7
25,24,40.8
25,25,39.06
25,26,37.49
25,27,36.05
25,28,34.74
25,29,33.54
25,30,32.45
25,31,31.45
25,32,30.54
25,33,29.71
25,34,28.96
25,35,28.27
25,36,27.65
25,37,27.09
25,38,26.58
25,39,26.12
25,40,25.7
26,5,216.67
26,6,179.55
26,7,153.02
26,8,133.12
26,9,117.63
26,10,105.24
26,11,95.11
26,12,86.67
26,13,79.53
26,14,73.42
26,15,68.14
26,16,63.53
26,17,59.48
26,18,55.9
26,19,52.7
26,20,49.85
26,21,47.28
26,22,44.97
26,23,42.88
26,24,40.99
26,25,39.28
26,26,37.71
26,27,36.29
26,28,35
26,29,33.82
26,30,32.75
26,31,31.77
26,32,30.88
26,33,30.07
26,34,29.34
26,35,28.67
26,36,28.07
26,37,27.52
26,38,27.02
26,39,26.59
27,5,216.71
27,6,179.59
27,7,153.07
27,8,133.17
27,9,117.69
27,10,105.3
27,11,95.18
27,12,86.74
27,13,79.62
27,14,73.52
27,15,68.25
27,16,63.65
27,17,59.61
27,18,56.03
27,19,52.85
27,20,50.01
27,21,47.46
27,22,45.17
27,23,43.1
27,24,41.22
27,25,39.52
27,26,37.98
27,27,36.57
27,28,35.3
27,29,34.14
27,30,33.09
27,31,32.13
27,32,31.26
27,33,30.47
27,34,29.76
27,35,29.11
27,36,28.53
27,37,28
27,38,27.53
28,5,216.75
28,6,179.64
28,7,153.12
28,8,133.23
28,9,117.75
28,10,105.38
28,11,95.26
28,12,86.84
28,13,79.72
28,14,73.63
28,15,68.37
28,16,63.79
28,17,59.76
28,18,56.2
28,19,53.03
28,20,50.2
28,21,47.67
28,22,45.39
28,23,43.34
28,24,41.48
28,25,39.8
28,26,38.27
28,27,36.89
28,28,35.64
28,29,34.5
28,30,33.47
28,31,32.53
28,32,31.68
28,33,30.92
28,34,30.22
28,35,29.6
28,36,29.04
28,37,28.53
29,5,216.81
29,6,179.7
29,7,153.19
29,8,133.3
29,9,117.83
29,10,105.47
29,11,95.36
29,12,86.95
29,13,79.84
29,14,73.77
29,15,68.52
29,16,63.95
29,17,59.93
29,18,56.29
29,19,53.24
29,20,50.43
29,21,47.91
29,22,45.65
29,23,43.62
29,24,41.78
29,25,40.12
29,26,38.61
29,27,37.25
29,28,36.02
29,29,34.91
29,30,33.9
29,31,32.98
29,32,32.16
29,33,31.41
29,34,30.74
29,35,30.14
29,36,29.6
30,5,216.87
30,6,179.77
30,7,153.26
30,8,133.39
30,9,117.93
30,10,105.58
30,11,95.48
30,12,87.08
30,13,79.99
30,14,73.92
30,15,68.69
30,16,64.13
30,17,60.14
30,18,56.61
30,19,53.48
30,20,50.69
30,21,48.19
30,22,45.95
30,23,43.93
30,24,42.12
30,25,40.48
30,26,39
30,27,37.66
30,28,36.45
30,29,35.36
30,30,34.38
30,31,33.49
30,32,32.69
30,33,31.96
30,34,31.32
30,35,30.74
31,5,216.94
31,6,179.85
31,7,153.36
31,8,133.49
31,9,118.05
31,10,105.71
31,11,95.62
31,12,87.23
31,13,80.16
31,14,74.11
31,15,68.89
31,16,64.35
31,17,60.37
31,18,56.87
31,19,53.75
31,20,50.98
31,21,48.51
31,22,46.29
31,23,44.3
31,24,42.51
31,25,40.89
31,26,39.44
31,27,38.12
31,28,36.94
31,29,35.87
31,30,34.91
31,31,34.05
31,32,33.27
31,33,33.57
31,34,31.95
32,5,217.03
32,6,179.95
32,7,153.47
32,8,133.62
32,9,118.19
32,10,105.86
32,11,95.79
32,12,87.42
32,13,80.36
32,14,74.33
32,15,69.13
32,16,64.61
32,17,60.65
32,18,57.16
32,19,54.07
32,20,51.32
32,21,48.87
32,22,46.68
32,23,44.71
32,24,42.94
32,25,41.36
32,26,39.93
32,27,38.64
32,28,37.48
32,29,36.44
32,30,35.51
32,31,34.67
32,32,33.92
32,33,33.25
33,5,217.13
33,6,180.07
33,7,153.61
33,8,133.77
33,9,118.36
33,10,106.04
33,11,95.99
33,12,87.64
33,13,80.6
33,14,74.59
33,15,69.41
33,16,64.91
33,17,60.97
33,18,57.51
33,19,54.44
33,20,51.72
33,21,49.29
33,22,47.12
33,23,45.18
33,24,43.44
33,25,41.88
33,26,40.48
33,27,39.22
33,28,38.09
33,29,37.08
33,30,36.17
33,31,35.36
33,32,34.63
34,5,217.26
34,6,180.22
34,7,153.77
34,8,133.95
34,9,118.56
34,10,106.26
34,11,96.2
34,12,87.9
34,13,80.87
34,14,74.89
34,15,69.73
34,16,65.25
34,17,61.34
34,18,57.9
34,19,54.86
34,20,52.16
34,21,49.76
34,22,47.62
34,23,45.71
34,24,44
34,25,42.47
34,26,41.09
34,27,39.86
34,28,38.76
34,29,37.78
34,30,36.9
34,31,36.11
35,5,217.42
35,6,180.4
35,7,153.97
35,8,134.17
35,9,118.79
35,10,106.52
35,11,96.51
35,12,88.19
35,13,81.19
35,14,75.23
35,15,70.1
35,16,65.65
35,17,61.76
35,18,58.35
35,19,55.33
35,20,52.67
35,21,50.3
35,22,48.19
35,23,46.3
35,24,44.62
35,25,43.12
35,26,41.78
35,27,40.58
35,28,39.51
35,29,38.55
35,30,37.7
36,5,217.61
36,6,180.61
36,7,154.2
36,8,134.42
36,9,119.07
36,10,106.82
36,11,96.83
36,12,88.54
36,13,81.56
36,14,75.63
36,15,70.52
36,16,66.1
36,17,62.24
36,18,58.85
36,19,55.87
36,20,53.23
36,21,50.9
36,22,48.82
36,23,46.97
36,24,45.32
36,25,43.85
36,26,42.54
36,27,41.37
36,28,40.33
36,29,39.4
37,5,217.83
37,6,180.86
37,7,154.47
37,8,134.72
37,9,119.39
37,10,107.16
37,11,97.19
37,12,88.93
37,13,81.99
37,14,76.08
37,15,71
37,16,66.61
37,17,62.78
37,18,59.43
37,19,56.48
37,20,53.87
37,21,51.56
37,22,49.52
37,23,47.7
37,24,46.09
37,25,44.65
37,26,43.37
37,27,42.24
37,28,41.23
38,5,218.09
38,6,181.14
38,7,154.78
38,8,135.05
38,9,119.75
38,10,107.55
38,11,97.61
38,12,89.38
38,13,82.46
38,14,76.58
38,15,71.54
38,16,67.18
38,17,63.38
38,18,60.06
38,19,57.15
38,20,54.58
38,21,52.31
38,22,50.3
38,23,48.52
38,24,46.93
38,25,45.53
38,26,44.29
38,27,43.19
39,5,218.38
39,6,181.46
39,7,155.13
39,8,135.43
39,9,120.15
39,10,107.99
39,11,98.08
39,12,89.88
39,13,82.99
39,14,77.15
39,15,72.14
39,16,67.81
39,17,64.05
39,18,60.77
39,19,57.79
39,20,55.36
39,21,53.13
39,22,51.15
39,23,49.41
39,24,47.86
39,25,46.5
39,26,45.29
40,5,218.71
40,6,181.82
40,7,155.52
40,8,135.86
40,9,120.62
40,10,108.48
40,11,98.61
40,12,90.44
40,13,83.59
40,14,77.78
40,15,72.81
40,16,68.52
40,17,64.8
40,18,61.56
40,19,58.72
40,20,56.22
40,21,54.03
40,22,52.09
40,23,50.39
40,24,48.88
40,25,47.55
41,5,219.08
41,6,182.23
41,7,155.97
41,8,136.34
41,9,121.13
41,10,109.03
41,11,99.2
41,12,91.07
41,13,84.26
41,14,78.49
41,15,73.56
41,16,69.31
41,17,65.63
41,18,62.43
41,19,59.63
41,20,57.17
41,21,55.02
41,22,53.12
41,23,51.46
41,24,49.99
42,5,219.5
42,6,182.69
42,7,156.47
42,8,136.88
42,9,121.71
42,10,109.65
42,11,99.86
42,12,91.77
42,13,85
42,14,79.27
42,15,74.38
42,16,70.18
42,17,66.54
42,18,63.38
42,19,60.62
42,20,58.21
42,21,56.1
42,22,54.25
42,23,52.62
43,5,219.96
43,6,183.2
43,7,157.03
43,8,137.48
43,9,122.36
43,10,110.34
43,11,100.59
43,12,92.55
43,13,85.82
43,14,80.14
43,15,75.29
43,16,71.13
43,17,67.54
43,18,64.43
43,19,61.71
43,20,59.35
43,21,57.28
43,22,55.47
44,5,220.49
44,6,183.78
44,7,157.65
44,8,138.15
44,9,123.08
44,10,111.11
44,11,101.4
44,12,93.41
44,13,86.73
44,14,81.09
44,15,76.29
44,16,72.18
44,17,68.64
44,18,65.57
44,19,62.9
44,20,60.58
44,21,58.56
45,5,221.07
45,6,184.42
45,7,158.35
45,8,138.9
45,9,123.87
45,10,111.95
45,11,102.3
45,12,94.35
45,13,87.72
45,14,82.14
45,15,77.39
45,16,73.33
45,17,69.83
45,18,66.81
45,19,64.2
45,20,61.92
46,5,221.72
46,6,185.13
46,7,159.11
46,8,139.72
46,9,124.75
46,10,112.88
46,11,103.28
46,12,95.39
46,13,88.81
46,14,83.28
46,15,78.58
46,16,74.57
46,17,71.13
46,18,68.16
46,19,65.59
47,5,222.43
47,6,185.91
47,7,159.96
47,8,140.62
47,9,125.71
47,10,113.9
47,11,104.36
47,12,96.52
47,13,90
47,14,84.52
47,15,79.88
47,16,75.92
47,17,72.53
47,18,69.62
48,5,223.22
48,6,186.77
48,7,160.88
48,8,141.61
48,9,126.76
48,10,115.01
48,11,105.52
48,12,97.75
48,13,91.29
48,14,85.87
48,15,81.28
48,16,77.38
48,17,74.05
49,5,224.07
49,6,187.7
49,7,161.89
49,8,142.68
49,9,127.9
49,10,116.21
49,11,106.79
49,12,99.08
49,13,92.68
49,14,87.32
49,15,82.79
49,16,78.95
50,5,225.01
50,6,188.72
50,7,162.98
50,8,143.85
50,9,129.13
50,10,117.52
50,11,108.16
50,12,100.51
50,13,94.17
50,14,88.87
50,15,84.41
51,5,226.02
51,6,189.82
51,7,164.16
51,8,145.11
51,9,130.46
51,10,118.92
51,11,109.63
51,12,102.05
51,13,95.77
51,14,90.54
52,5,227.12
52,6,191.01
52,7,165.44
52,8,146.46
52,9,131.89
52,10,120.42
52,11,111.2
52,12,103.69
52,13,97.49
53,5,228.3
53,6,192.29
53,7,166.81
53,8,147.91
53,9,133.42
53,10,122.03
53,11,112.88
53,12,105.44
54,5,229.55
54,6,193.65
54,7,168.26
54,8,149.45
54,9,135.05
54,10,123.73
54,11,114.66
55,5,230.89
55,6,195.09
55,7,169.8
55,8,151.08
55,9,136.76
55,10,125.53
56,5,232.3
56,6,196.62
56,7,171.43
56,8,152.81
56,9,138.58
57,5,233.79
57,6,198.23
57,7,173.14
57,8,154.63
58,5,235.35
58,6,199.91
58,7,174.95
59,5,236.98
59,6,201.68
60,5,238.7
